ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
AtongNalchapra-212-toburn-1,,AtongNalchapra,212-toburn,ʃau,ʃau,ʃ au,,Kim2011,,,,
Bangla-213-tobuy-1,,Bangla,213-tobuy,kena,kena,k e n a,,Kim2011,,,,
UsoiBoroPharangsia-213-tobuy-1,,UsoiBoroPharangsia,213-tobuy,pai,pai,p ai,,Kim2011,,,,
UsoiChotoMadhuk-213-tobuy-1,,UsoiChotoMadhuk,213-tobuy,pai,pai,p ai,,Kim2011,,,,
GabingDolchariSapmara-213-tobuy-1,,GabingDolchariSapmara,213-tobuy,pai,pai,p ai,,Kim2011,,,,
NaitongLombapara-213-tobuy-1,,NaitongLombapara,213-tobuy,pai,pai,p ai,,Kim2011,,,,
KemaPakkhipara-213-tobuy-1,,KemaPakkhipara,213-tobuy,pai,pai,p ai,,Kim2011,,,,
TongpaiTongpaipara-213-tobuy-1,,TongpaiTongpaipara,213-tobuy,pai,pai,p ai,,Kim2011,,,,
AshongMildhanpara-213-tobuy-1,,AshongMildhanpara,213-tobuy,pai,pai,p ai,,Kim2011,,,,
DendakNoimailGutchagram-213-tobuy-1,,DendakNoimailGutchagram,213-tobuy,pai,pai,p ai,,Kim2011,,,,
KhaliBeltolipara-213-tobuy-1,,KhaliBeltolipara,213-tobuy,pai,pai,p ai,,Kim2011,,,,
UsoiRobertpara-213-tobuy-1,,UsoiRobertpara,213-tobuy,pai,pai,p ai,,Kim2011,,,,
UsoiBethanipara-213-tobuy-1,,UsoiBethanipara,213-tobuy,pai,pai,p ai,,Kim2011,,,,
UsoiKatchaptali-213-tobuy-1,,UsoiKatchaptali,213-tobuy,pai,pai,p ai,,Kim2011,,,,
AnokLaiphuKarbaripara-213-tobuy-1,,AnokLaiphuKarbaripara,213-tobuy,parai,parai,p a r ai,,Kim2011,,,,
KewaKrishnaDayalpara-213-tobuy-1,,KewaKrishnaDayalpara,213-tobuy,pai,pai,p ai,,Kim2011,,,,
PhatungJarichandrapara-213-tobuy-1,,PhatungJarichandrapara,213-tobuy,prai,prai,p r ai,,Kim2011,,,,
DebbarmaDoluchara-213-tobuy-1,,DebbarmaDoluchara,213-tobuy,pai,pai,p ai,,Kim2011,,,,
DebbarmaSatchari-213-tobuy-1,,DebbarmaSatchari,213-tobuy,pai,pai,p ai,,Kim2011,,,,
DebbarmaKhumuling-213-tobuy-1,,DebbarmaKhumuling,213-tobuy,pa,pa,p a,,Kim2011,,,,
MukchakBarbakpur-213-tobuy-1,,MukchakBarbakpur,213-tobuy,pai,pai,p ai,,Kim2011,,,,
RiangOldlankar-213-tobuy-1,,RiangOldlankar,213-tobuy,pai,pai,p ai,,Kim2011,,,,
AbengGajni-213-tobuy-1,,AbengGajni,213-tobuy,bɾi,bɾi,b ɾ i,,Kim2011,,,,
ChibokNagarSontosh-213-tobuy-1,,ChibokNagarSontosh,213-tobuy,bɛɾai,bɛɾai,b ɛ ɾ ai,,Kim2011,,,,
AtongNalchapra-213-tobuy-1,,AtongNalchapra,213-tobuy,ra,ra,r a,,Kim2011,,,,
Bangla-214-tosell-1,,Bangla,214-tosell,bikɾikɔɾa,bikɾikɔɾa,b i k ɾ i k ɔ ɾ a,,Kim2011,,,,
UsoiBoroPharangsia-214-tosell-1,,UsoiBoroPharangsia,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
UsoiChotoMadhuk-214-tosell-1,,UsoiChotoMadhuk,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
GabingDolchariSapmara-214-tosell-1,,GabingDolchariSapmara,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
NaitongLombapara-214-tosell-1,,NaitongLombapara,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
KemaPakkhipara-214-tosell-1,,KemaPakkhipara,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
TongpaiTongpaipara-214-tosell-1,,TongpaiTongpaipara,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
AshongMildhanpara-214-tosell-1,,AshongMildhanpara,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
DendakNoimailGutchagram-214-tosell-1,,DendakNoimailGutchagram,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
KhaliBeltolipara-214-tosell-1,,KhaliBeltolipara,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
UsoiRobertpara-214-tosell-1,,UsoiRobertpara,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
UsoiBethanipara-214-tosell-1,,UsoiBethanipara,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
UsoiKatchaptali-214-tosell-1,,UsoiKatchaptali,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
AnokLaiphuKarbaripara-214-tosell-1,,AnokLaiphuKarbaripara,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
KewaKrishnaDayalpara-214-tosell-1,,KewaKrishnaDayalpara,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
PhatungJarichandrapara-214-tosell-1,,PhatungJarichandrapara,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
DebbarmaDoluchara-214-tosell-1,,DebbarmaDoluchara,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
DebbarmaSatchari-214-tosell-1,,DebbarmaSatchari,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
DebbarmaKhumuling-214-tosell-1,,DebbarmaKhumuling,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
MukchakBarbakpur-214-tosell-1,,MukchakBarbakpur,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
RiangOldlankar-214-tosell-1,,RiangOldlankar,214-tosell,pʰa,pʰa,pʰ a,,Kim2011,,,,
AbengGajni-214-tosell-1,,AbengGajni,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
ChibokNagarSontosh-214-tosell-1,,ChibokNagarSontosh,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
AtongNalchapra-214-tosell-1,,AtongNalchapra,214-tosell,pʰal,pʰal,pʰ a l,,Kim2011,,,,
Bangla-215-tosteal-1,,Bangla,215-tosteal,ʈʃuɾikɔɾa,ʈʃuɾikɔɾa,ʧ u ɾ i k ɔ ɾ a,,Kim2011,,,,
UsoiBoroPharangsia-215-tosteal-1,,UsoiBoroPharangsia,215-tosteal,kʰəu,kʰəu,kʰ əu,,Kim2011,,,,
UsoiChotoMadhuk-215-tosteal-1,,UsoiChotoMadhuk,215-tosteal,kʰəu,kʰəu,kʰ əu,,Kim2011,,,,
GabingDolchariSapmara-215-tosteal-1,,GabingDolchariSapmara,215-tosteal,kʰou,kʰou,kʰ ou,,Kim2011,,,,
NaitongLombapara-215-tosteal-1,,NaitongLombapara,215-tosteal,kʰɔk,kʰɔk,kʰ ɔ k,,Kim2011,,,,
KemaPakkhipara-215-tosteal-1,,KemaPakkhipara,215-tosteal,koui,koui,k oui,,Kim2011,,,,
TongpaiTongpaipara-215-tosteal-1,,TongpaiTongpaipara,215-tosteal,kou,kou,k ou,,Kim2011,,,,
AshongMildhanpara-215-tosteal-1,,AshongMildhanpara,215-tosteal,kʰaoi,kʰaoi,kʰ aoi,,Kim2011,,,,
DendakNoimailGutchagram-215-tosteal-1,,DendakNoimailGutchagram,215-tosteal,kʰouk,kʰouk,kʰ ou k,,Kim2011,,,,
KhaliBeltolipara-215-tosteal-1,,KhaliBeltolipara,215-tosteal,kʰau,kʰau,kʰ au,,Kim2011,,,,
UsoiRobertpara-215-tosteal-1,,UsoiRobertpara,215-tosteal,tʰəu,tʰəu,tʰ əu,,Kim2011,,,,
UsoiBethanipara-215-tosteal-1,,UsoiBethanipara,215-tosteal,kʰəu,kʰəu,kʰ əu,,Kim2011,,,,
UsoiKatchaptali-215-tosteal-1,,UsoiKatchaptali,215-tosteal,kʰəu,kʰəu,kʰ əu,,Kim2011,,,,
AnokLaiphuKarbaripara-215-tosteal-1,,AnokLaiphuKarbaripara,215-tosteal,kʰauk,kʰauk,kʰ au k,,Kim2011,,,,
KewaKrishnaDayalpara-215-tosteal-1,,KewaKrishnaDayalpara,215-tosteal,kʰɔ,kʰɔ,kʰ ɔ,,Kim2011,,,,
PhatungJarichandrapara-215-tosteal-1,,PhatungJarichandrapara,215-tosteal,kʰauk,kʰauk,kʰ au k,,Kim2011,,,,
DebbarmaDoluchara-215-tosteal-1,,DebbarmaDoluchara,215-tosteal,kʰog,kʰog,kʰ o g,,Kim2011,,,,
DebbarmaSatchari-215-tosteal-1,,DebbarmaSatchari,215-tosteal,kʰog,kʰog,kʰ o g,,Kim2011,,,,
DebbarmaKhumuling-215-tosteal-1,,DebbarmaKhumuling,215-tosteal,kʰog,kʰog,kʰ o g,,Kim2011,,,,
MukchakBarbakpur-215-tosteal-1,,MukchakBarbakpur,215-tosteal,kʰo,kʰo,kʰ o,,Kim2011,,,,
RiangOldlankar-215-tosteal-1,,RiangOldlankar,215-tosteal,kʰəu,kʰəu,kʰ əu,,Kim2011,,,,
AbengGajni-215-tosteal-1,,AbengGajni,215-tosteal,ʧʰau,ʧʰau,ʧʰ au,,Kim2011,,,,
AbengGajni-215-tosteal-2,,AbengGajni,215-tosteal,ʧʰaʔwa,ʧʰaʔwa,ʧʰ a ʔ w a,,Kim2011,,,,
ChibokNagarSontosh-215-tosteal-1,,ChibokNagarSontosh,215-tosteal,ʧor,ʧor,ʧ o r,,Kim2011,,,,
AtongNalchapra-215-tosteal-1,,AtongNalchapra,215-tosteal,ʃakʰau,ʃakʰau,ʃ a kʰ au,,Kim2011,,,,
Bangla-216-toliefib-1,,Bangla,216-toliefib,mɪttʰabɔla,mɪttʰabɔla,m ɪ t tʰ a b ɔ l a,,Kim2011,,,,
UsoiBoroPharangsia-216-toliefib-1,,UsoiBoroPharangsia,216-toliefib,pakwaʂa,pakwaʂa,p a k w a ʂ a,,Kim2011,,,,
UsoiChotoMadhuk-216-toliefib-1,,UsoiChotoMadhuk,216-toliefib,pakwaʂa,pakwaʂa,p a k w a ʂ a,,Kim2011,,,,
GabingDolchariSapmara-216-toliefib-1,,GabingDolchariSapmara,216-toliefib,miʂaʂa,miʂaʂa,m i ʂ a ʂ a,,Kim2011,,,,
NaitongLombapara-216-toliefib-1,,NaitongLombapara,216-toliefib,miʂaʂa,miʂaʂa,m i ʂ a ʂ a,,Kim2011,,,,
KemaPakkhipara-216-toliefib-1,,KemaPakkhipara,216-toliefib,mʊʧʰaʂa,mʊʧʰaʂa,m ʊ ʧʰ a ʂ a,,Kim2011,,,,
TongpaiTongpaipara-216-toliefib-1,,TongpaiTongpaipara,216-toliefib,miʂaʂa,miʂaʂa,m i ʂ a ʂ a,,Kim2011,,,,
AshongMildhanpara-216-toliefib-1,,AshongMildhanpara,216-toliefib,kaupʰɛi,kaupʰɛi,k au pʰ ɛi,,Kim2011,,,,
DendakNoimailGutchagram-216-toliefib-1,,DendakNoimailGutchagram,216-toliefib,miʂaʂa,miʂaʂa,m i ʂ a ʂ a,,Kim2011,,,,
UsoiRobertpara-216-toliefib-1,,UsoiRobertpara,216-toliefib,pəkwaʂa,pəkwaʂa,p ə k w a ʂ a,,Kim2011,,,,
UsoiBethanipara-216-toliefib-1,,UsoiBethanipara,216-toliefib,pakwaʂa,pakwaʂa,p a k w a ʂ a,,Kim2011,,,,
UsoiKatchaptali-216-toliefib-1,,UsoiKatchaptali,216-toliefib,pakwaʂa,pakwaʂa,p a k w a ʂ a,,Kim2011,,,,
AnokLaiphuKarbaripara-216-toliefib-1,,AnokLaiphuKarbaripara,216-toliefib,miʂaʂa,miʂaʂa,m i ʂ a ʂ a,,Kim2011,,,,
KewaKrishnaDayalpara-216-toliefib-1,,KewaKrishnaDayalpara,216-toliefib,miʂaʂa,miʂaʂa,m i ʂ a ʂ a,,Kim2011,,,,
PhatungJarichandrapara-216-toliefib-1,,PhatungJarichandrapara,216-toliefib,miʂaʂa,miʂaʂa,m i ʂ a ʂ a,,Kim2011,,,,
DebbarmaDoluchara-216-toliefib-1,,DebbarmaDoluchara,216-toliefib,ɛrɛŋʂa,ɛrɛŋʂa,ɛ r ɛ ŋ ʂ a,,Kim2011,,,,
DebbarmaSatchari-216-toliefib-1,,DebbarmaSatchari,216-toliefib,ɛrɛŋʂa,ɛrɛŋʂa,ɛ r ɛ ŋ ʂ a,,Kim2011,,,,
DebbarmaKhumuling-216-toliefib-1,,DebbarmaKhumuling,216-toliefib,tatalʂa,tatalʂa,t a t a l ʂ a,,Kim2011,,,,
MukchakBarbakpur-216-toliefib-1,,MukchakBarbakpur,216-toliefib,tatɛlʂa,tatɛlʂa,t a t ɛ l ʂ a,,Kim2011,,,,
RiangOldlankar-216-toliefib-1,,RiangOldlankar,216-toliefib,kəupiʂa,kəupiʂa,k əu p i ʂ a,,Kim2011,,,,
AbengGajni-216-toliefib-1,,AbengGajni,216-toliefib,buʔwa,buʔwa,b u ʔ w a,,Kim2011,,,,
AbengGajni-216-toliefib-2,,AbengGajni,216-toliefib,tʰugi,tʰugi,tʰ u g i,,Kim2011,,,,
ChibokNagarSontosh-216-toliefib-1,,ChibokNagarSontosh,216-toliefib,buʔ,buʔ,b u ʔ,,Kim2011,,,,
AtongNalchapra-216-toliefib-1,,AtongNalchapra,216-toliefib,tʰolai,tʰolai,tʰ o l ai,,Kim2011,,,,
Bangla-217-totake-1,,Bangla,217-totake,nɛa,nɛa,n ɛa,,Kim2011,,,,
UsoiBoroPharangsia-217-totake-1,,UsoiBoroPharangsia,217-totake,la,la,l a,,Kim2011,,,,
UsoiChotoMadhuk-217-totake-1,,UsoiChotoMadhuk,217-totake,la,la,l a,,Kim2011,,,,
GabingDolchariSapmara-217-totake-1,,GabingDolchariSapmara,217-totake,la,la,l a,,Kim2011,,,,
NaitongLombapara-217-totake-1,,NaitongLombapara,217-totake,la,la,l a,,Kim2011,,,,
KemaPakkhipara-217-totake-1,,KemaPakkhipara,217-totake,la,la,l a,,Kim2011,,,,
TongpaiTongpaipara-217-totake-1,,TongpaiTongpaipara,217-totake,la,la,l a,,Kim2011,,,,
AshongMildhanpara-217-totake-1,,AshongMildhanpara,217-totake,la,la,l a,,Kim2011,,,,
DendakNoimailGutchagram-217-totake-1,,DendakNoimailGutchagram,217-totake,tlaŋ,tlaŋ,t l a ŋ,,Kim2011,,,,
KhaliBeltolipara-217-totake-1,,KhaliBeltolipara,217-totake,la,la,l a,,Kim2011,,,,
UsoiRobertpara-217-totake-1,,UsoiRobertpara,217-totake,la,la,l a,,Kim2011,,,,
UsoiBethanipara-217-totake-1,,UsoiBethanipara,217-totake,la,la,l a,,Kim2011,,,,
UsoiKatchaptali-217-totake-1,,UsoiKatchaptali,217-totake,la,la,l a,,Kim2011,,,,
AnokLaiphuKarbaripara-217-totake-1,,AnokLaiphuKarbaripara,217-totake,tilaŋ,tilaŋ,t i l a ŋ,,Kim2011,,,,
KewaKrishnaDayalpara-217-totake-1,,KewaKrishnaDayalpara,217-totake,klaŋ,klaŋ,k l a ŋ,,Kim2011,,,,
PhatungJarichandrapara-217-totake-1,,PhatungJarichandrapara,217-totake,tlaŋ,tlaŋ,t l a ŋ,,Kim2011,,,,
DebbarmaDoluchara-217-totake-1,,DebbarmaDoluchara,217-totake,na,na,n a,,Kim2011,,,,
DebbarmaSatchari-217-totake-1,,DebbarmaSatchari,217-totake,na,na,n a,,Kim2011,,,,
DebbarmaKhumuling-217-totake-1,,DebbarmaKhumuling,217-totake,na,na,n a,,Kim2011,,,,
MukchakBarbakpur-217-totake-1,,MukchakBarbakpur,217-totake,na,na,n a,,Kim2011,,,,
RiangOldlankar-217-totake-1,,RiangOldlankar,217-totake,la,la,l a,,Kim2011,,,,
AbengGajni-217-totake-1,,AbengGajni,217-totake,raʔ,raʔ,r a ʔ,,Kim2011,,,,
AbengGajni-217-totake-2,,AbengGajni,217-totake,raʔa,raʔa,r a ʔ a,,Kim2011,,,,
ChibokNagarSontosh-217-totake-1,,ChibokNagarSontosh,217-totake,raʔ,raʔ,r a ʔ,,Kim2011,,,,
ChibokNagarSontosh-217-totake-2,,ChibokNagarSontosh,217-totake,raʔa,raʔa,r a ʔ a,,Kim2011,,,,
AtongNalchapra-217-totake-1,,AtongNalchapra,217-totake,ra,ra,r a,,Kim2011,,,,
Bangla-218-togive-1,,Bangla,218-togive,dɛa,dɛa,d ɛa,,Kim2011,,,,
UsoiBoroPharangsia-218-togive-1,,UsoiBoroPharangsia,218-togive,rui,rui,r ui,,Kim2011,,,,
UsoiChotoMadhuk-218-togive-1,,UsoiChotoMadhuk,218-togive,rui,rui,r ui,,Kim2011,,,,
GabingDolchariSapmara-218-togive-1,,GabingDolchariSapmara,218-togive,rɨ,rɨ,r ɨ,,Kim2011,,,,
NaitongLombapara-218-togive-1,,NaitongLombapara,218-togive,rɔ,rɔ,r ɔ,,Kim2011,,,,
KemaPakkhipara-218-togive-1,,KemaPakkhipara,218-togive,rɨ,rɨ,r ɨ,,Kim2011,,,,
TongpaiTongpaipara-218-togive-1,,TongpaiTongpaipara,218-togive,rɨ,rɨ,r ɨ,,Kim2011,,,,
AshongMildhanpara-218-togive-1,,AshongMildhanpara,218-togive,rɔ,rɔ,r ɔ,,Kim2011,,,,
DendakNoimailGutchagram-218-togive-1,,DendakNoimailGutchagram,218-togive,ho,ho,h o,,Kim2011,,,,
KhaliBeltolipara-218-togive-1,,KhaliBeltolipara,218-togive,rʊ,rʊ,r ʊ,,Kim2011,,,,
UsoiRobertpara-218-togive-1,,UsoiRobertpara,218-togive,rɨi,rɨi,r ɨi,,Kim2011,,,,
UsoiBethanipara-218-togive-1,,UsoiBethanipara,218-togive,rui,rui,r ui,,Kim2011,,,,
UsoiKatchaptali-218-togive-1,,UsoiKatchaptali,218-togive,rui,rui,r ui,,Kim2011,,,,
AnokLaiphuKarbaripara-218-togive-1,,AnokLaiphuKarbaripara,218-togive,rɨ,rɨ,r ɨ,,Kim2011,,,,
KewaKrishnaDayalpara-218-togive-1,,KewaKrishnaDayalpara,218-togive,rɨ,rɨ,r ɨ,,Kim2011,,,,
PhatungJarichandrapara-218-togive-1,,PhatungJarichandrapara,218-togive,rɔ,rɔ,r ɔ,,Kim2011,,,,
DebbarmaDoluchara-218-togive-1,,DebbarmaDoluchara,218-togive,ri,ri,r i,,Kim2011,,,,
DebbarmaSatchari-218-togive-1,,DebbarmaSatchari,218-togive,ri,ri,r i,,Kim2011,,,,
DebbarmaKhumuling-218-togive-1,,DebbarmaKhumuling,218-togive,ri,ri,r i,,Kim2011,,,,
MukchakBarbakpur-218-togive-1,,MukchakBarbakpur,218-togive,ru,ru,r u,,Kim2011,,,,
RiangOldlankar-218-togive-1,,RiangOldlankar,218-togive,ri,ri,r i,,Kim2011,,,,
AbengGajni-218-togive-1,,AbengGajni,218-togive,hon,hon,h o n,,Kim2011,,,,
ChibokNagarSontosh-218-togive-1,,ChibokNagarSontosh,218-togive,ron,ron,r o n,,Kim2011,,,,
AtongNalchapra-218-togive-1,,AtongNalchapra,218-togive,hut,hut,h u t,,Kim2011,,,,
Bangla-219-tokill-1,,Bangla,219-tokill,mɛɾɛfɛla,mɛɾɛfɛla,m ɛ ɾ ɛ f ɛ l a,,Kim2011,,,,
UsoiBoroPharangsia-219-tokill-1,,UsoiBoroPharangsia,219-tokill,buta,buta,b u t a,,Kim2011,,,,
UsoiChotoMadhuk-219-tokill-1,,UsoiChotoMadhuk,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
GabingDolchariSapmara-219-tokill-1,,GabingDolchariSapmara,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
GabingDolchariSapmara-219-tokill-2,,GabingDolchariSapmara,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
NaitongLombapara-219-tokill-1,,NaitongLombapara,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
KemaPakkhipara-219-tokill-1,,KemaPakkhipara,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
TongpaiTongpaipara-219-tokill-1,,TongpaiTongpaipara,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
AshongMildhanpara-219-tokill-1,,AshongMildhanpara,219-tokill,tou,tou,t ou,,Kim2011,,,,
DendakNoimailGutchagram-219-tokill-1,,DendakNoimailGutchagram,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
KhaliBeltolipara-219-tokill-1,,KhaliBeltolipara,219-tokill,butʰal,butʰal,b u tʰ a l,,Kim2011,,,,
UsoiRobertpara-219-tokill-1,,UsoiRobertpara,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
UsoiBethanipara-219-tokill-1,,UsoiBethanipara,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
UsoiKatchaptali-219-tokill-1,,UsoiKatchaptali,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
AnokLaiphuKarbaripara-219-tokill-1,,AnokLaiphuKarbaripara,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
KewaKrishnaDayalpara-219-tokill-1,,KewaKrishnaDayalpara,219-tokill,butʰai,butʰai,b u tʰ ai,,Kim2011,,,,
PhatungJarichandrapara-219-tokill-1,,PhatungJarichandrapara,219-tokill,bui,bui,b ui,,Kim2011,,,,
DebbarmaDoluchara-219-tokill-1,,DebbarmaDoluchara,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
DebbarmaSatchari-219-tokill-1,,DebbarmaSatchari,219-tokill,bui,bui,b ui,,Kim2011,,,,
DebbarmaKhumuling-219-tokill-1,,DebbarmaKhumuling,219-tokill,butʰa,butʰa,b u tʰ a,,Kim2011,,,,
MukchakBarbakpur-219-tokill-1,,MukchakBarbakpur,219-tokill,to,to,t o,,Kim2011,,,,
RiangOldlankar-219-tokill-1,,RiangOldlankar,219-tokill,butʰai,butʰai,b u tʰ ai,,Kim2011,,,,
Bangla-220-todie-1,,Bangla,220-todie,maɾaʤawa,maɾaʤawa,m a ɾ a ʤ a w a,,Kim2011,,,,
UsoiBoroPharangsia-220-todie-1,,UsoiBoroPharangsia,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
UsoiChotoMadhuk-220-todie-1,,UsoiChotoMadhuk,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
GabingDolchariSapmara-220-todie-1,,GabingDolchariSapmara,220-todie,tʰoi,tʰoi,tʰ oi,,Kim2011,,,,
NaitongLombapara-220-todie-1,,NaitongLombapara,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
KemaPakkhipara-220-todie-1,,KemaPakkhipara,220-todie,tʰʊi,tʰʊi,tʰ ʊi,,Kim2011,,,,
TongpaiTongpaipara-220-todie-1,,TongpaiTongpaipara,220-todie,tʰɨ,tʰɨ,tʰ ɨ,,Kim2011,,,,
AshongMildhanpara-220-todie-1,,AshongMildhanpara,220-todie,tʰoi,tʰoi,tʰ oi,,Kim2011,,,,
DendakNoimailGutchagram-220-todie-1,,DendakNoimailGutchagram,220-todie,tʰoi,tʰoi,tʰ oi,,Kim2011,,,,
KhaliBeltolipara-220-todie-1,,KhaliBeltolipara,220-todie,tʰʊi,tʰʊi,tʰ ʊi,,Kim2011,,,,
UsoiRobertpara-220-todie-1,,UsoiRobertpara,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
UsoiBethanipara-220-todie-1,,UsoiBethanipara,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
UsoiKatchaptali-220-todie-1,,UsoiKatchaptali,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
AnokLaiphuKarbaripara-220-todie-1,,AnokLaiphuKarbaripara,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
KewaKrishnaDayalpara-220-todie-1,,KewaKrishnaDayalpara,220-todie,tʰoi,tʰoi,tʰ oi,,Kim2011,,,,
PhatungJarichandrapara-220-todie-1,,PhatungJarichandrapara,220-todie,tʰi,tʰi,tʰ i,,Kim2011,,,,
DebbarmaDoluchara-220-todie-1,,DebbarmaDoluchara,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
DebbarmaSatchari-220-todie-1,,DebbarmaSatchari,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
DebbarmaKhumuling-220-todie-1,,DebbarmaKhumuling,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
MukchakBarbakpur-220-todie-1,,MukchakBarbakpur,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
RiangOldlankar-220-todie-1,,RiangOldlankar,220-todie,tʰui,tʰui,tʰ ui,,Kim2011,,,,
AbengGajni-220-todie-1,,AbengGajni,220-todie,ʃi,ʃi,ʃ i,,Kim2011,,,,
AbengGajni-220-todie-2,,AbengGajni,220-todie,ʃija,ʃija,ʃ i j a,,Kim2011,,,,
ChibokNagarSontosh-220-todie-1,,ChibokNagarSontosh,220-todie,ʃi,ʃi,ʃ i,,Kim2011,,,,
ChibokNagarSontosh-220-todie-2,,ChibokNagarSontosh,220-todie,ʃija,ʃija,ʃ i j a,,Kim2011,,,,
AtongNalchapra-220-todie-1,,AtongNalchapra,220-todie,tʰɨi,tʰɨi,tʰ ɨi,,Kim2011,,,,
Bangla-221-tolove-1,,Bangla,221-tolove,bʰalobaʃa,bʰalobaʃa,bʰ a l o b a ʃ a,,Kim2011,,,,
UsoiBoroPharangsia-221-tolove-1,,UsoiBoroPharangsia,221-tolove,halai,halai,h a l ai,,Kim2011,,,,
UsoiChotoMadhuk-221-tolove-1,,UsoiChotoMadhuk,221-tolove,hãlai,hãlai,h ã l ai,,Kim2011,,,,
GabingDolchariSapmara-221-tolove-1,,GabingDolchariSapmara,221-tolove,hanʤa,hanʤa,h a n ʤ a,,Kim2011,,,,
NaitongLombapara-221-tolove-1,,NaitongLombapara,221-tolove,hamʤag,hamʤag,h a m ʤ a g,,Kim2011,,,,
KemaPakkhipara-221-tolove-1,,KemaPakkhipara,221-tolove,hamʤag,hamʤag,h a m ʤ a g,,Kim2011,,,,
TongpaiTongpaipara-221-tolove-1,,TongpaiTongpaipara,221-tolove,hamʤa,hamʤa,h a m ʤ a,,Kim2011,,,,
AshongMildhanpara-221-tolove-1,,AshongMildhanpara,221-tolove,kahaŋ,kahaŋ,k a h a ŋ,,Kim2011,,,,
DendakNoimailGutchagram-221-tolove-1,,DendakNoimailGutchagram,221-tolove,hamʤa,hamʤa,h a m ʤ a,,Kim2011,,,,
KhaliBeltolipara-221-tolove-1,,KhaliBeltolipara,221-tolove,hamʤak,hamʤak,h a m ʤ a k,,Kim2011,,,,
UsoiRobertpara-221-tolove-1,,UsoiRobertpara,221-tolove,hãlai,hãlai,h ã l ai,,Kim2011,,,,
UsoiBethanipara-221-tolove-1,,UsoiBethanipara,221-tolove,halai,halai,h a l ai,,Kim2011,,,,
UsoiKatchaptali-221-tolove-1,,UsoiKatchaptali,221-tolove,hamʤau,hamʤau,h a m ʤ au,,Kim2011,,,,
AnokLaiphuKarbaripara-221-tolove-1,,AnokLaiphuKarbaripara,221-tolove,hamʤag,hamʤag,h a m ʤ a g,,Kim2011,,,,
KewaKrishnaDayalpara-221-tolove-1,,KewaKrishnaDayalpara,221-tolove,hamʤag,hamʤag,h a m ʤ a g,,Kim2011,,,,
PhatungJarichandrapara-221-tolove-1,,PhatungJarichandrapara,221-tolove,hamʧag,hamʧag,h a m ʧ a g,,Kim2011,,,,
DebbarmaDoluchara-221-tolove-1,,DebbarmaDoluchara,221-tolove,hamʤag,hamʤag,h a m ʤ a g,,Kim2011,,,,
